web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1548234671-527","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@arnabch01","Arnab","Gold rush
#AI #ML #BigData #HPC #nanotech #robotics #IoT #3dp #graphene #EV #genomics #blockchain can dramatically increase #EBIDTA generate > 20tr$ incremental #marketcap #investors #PE #VC $GOOG $AAPL $MSFT $NFLX $AMZN $FB $INTC $BABA $QCOM $F $TSLA $PFE $QQQ
#WilliamStruttpic.twitter.com/44um6qQShi","2","44","74","1529415850000","6:44 AM - 19 Jun 2018","/arnabch01/status/1009069330083049473"
"1548234671-712","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google has completed its acquisition of HTC's smartphone business, which cost more than $1 billion $GOOG $HTCXF http://read.bi/2Gtm7JF pic.twitter.com/YEMek4kpAP","3","47","37","1517306688000","2:04 AM - 30 Jan 2018","/businessinsider/status/958279822773547009"
"1548234671-646","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","The YouTube Kids app has been suggesting a load of conspiracy videos to children $GOOG http://read.bi/2tZDwr0 pic.twitter.com/S0z7EPOKb2","6","16","13","1521276562000","1:49 AM - 17 Mar 2018","/businessinsider/status/974930681448091648"
"1548234671-327","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@ElixiumCrypto","Elixium Crypto","This triple top formation is very suspicious to me. An old saying ""The market is stingy at giving you fourth & fifth chances."" Bear market time perhaps. 

#Stocks #Money #Investing #Markets #Futures #Finance
$ES $SPY $QQQ #Nasdaq $FB $AAPL $AMZN $NFLX $GOOG $GOOGL $TSLApic.twitter.com/i0KdIjDKER","1","3","8","1544143208000","4:40 PM - 6 Dec 2018","/ElixiumCrypto/status/1070840345259372546"
"1548234671-559","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google's next version of Android will tell you exactly how addicted you are to your phone $GOOG $GOOGLhttps://read.bi/2I407Wc","2","23","21","1525806460000","12:07 PM - 8 May 2018","/businessinsider/status/993930453047566336"
"1548234671-302","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@MacroWidodo","Dunning-Kruger Capital","Since I've seen enough people do this, I will share my dumb PA at the start of this year so that you can all dunk on me when each name blows up:
14% $BRK
14% $GOOG
12% $FRC
10% $LBRDK & $GLIBA
8%  $IBKR
8%  $AMZN
7%  $NVR
7%  $MKL
7%  $V & $MA
6%  $CP
3%  $CSU.TO
3%  $SPGI","3","12","118","1546487217000","7:46 PM - 2 Jan 2019","/MacroWidodo/status/1080671830808121344"
"1548234671-273","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@MarketRealist","Market Realist","Shutdown Continues: Will Trump Get His Wall? $AAPL $AMZN $GOOG $WMT $BRK-B $SPY https://marketrealist.com/2019/01/shutdown-continues-will-trump-get-his-wall …pic.twitter.com/tsPBVNqq9P","","","","1547835224000","10:13 AM - 18 Jan 2019","/MarketRealist/status/1086325783335976960"
"1548234671-464","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@MojoAlley","Chuck","Stefan’s page has always delivered the message of peace,negotiation,data and reason. Do not censor or inhibit. Wonder how many @StefanMolyneux followers hold #goog  $goog stock in their portfolios @youtube @YTAdvertisers @StockTwits @SeekingAlpha @business #stockmarket","1","6","37","1534358164000","11:36 AM - 15 Aug 2018","/MojoAlley/status/1029798896569081861"
"1548234671-576","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@appleinsider","AppleInsider","Editorial: Will Apple's 1990's ""Golden Age"" collapse repeat itself?
@danieleran $AAPL $GOOG $MSFT https://appleinsider.com/articles/18/04/28/editorial-will-apples-1990s-golden-age-collapse-repeat-itself …pic.twitter.com/Ddsn0EzK0L","4","16","36","1524909828000","3:03 AM - 28 Apr 2018","/appleinsider/status/990169705137786880"
"1548234671-323","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JerryCap","Jerry Capital",""" $SPOT may be able to draw more attention to the fact that competitor services will be structurally more expensive to consumers than those from $AAPL and $GOOG because of the fee. Some might try to argue that this is anti-competitive and harmful to consumers. "" pic.twitter.com/2pPXsGW4Uw","","2","12","1544490694000","5:11 PM - 10 Dec 2018","/JerryCap/status/1072297807481094144"
"1548234671-540","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@MarathonWealth","Jeff Sandene, CFP®","Gundlach's comparison of #stock #bubbles ...
cc: @TheBubbleBubble 
$AMZN $NFLX $GOOG $FBpic.twitter.com/Uem7wfju6P","4","43","61","1528836809000","1:53 PM - 12 Jun 2018","/MarathonWealth/status/1006640654963957762"
"1548234671-545","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@themotleyfool","The Motley Fool","600 autonomous minivans is pilot program. 62,000? That’s a business being born. $GOOG $GOOGL $FCAhttps://www.fool.com/investing/2018/06/04/waymos-fleet-size-is-set-to-soar.aspx …","","10","20","1528288509000","5:35 AM - 6 Jun 2018","/themotleyfool/status/1004340917573246976"
"1548234671-543","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@RiCHi","@Richi Jennings","People keep misconfiguring #GSuite to leak their private data. Estimated 10,000+ orgs affected.

Google denies it’s a bug, tells people to #RTFM. But that’s not the point, is it?

In @RiCHi’s #SecurityBlogwatch at @TechBeaconCom, $GOOG could do better: https://techbeacon.com/g-suite-leaks-10000-orgs-google-ux-blamed-fury-no-bug-defense …","","13","21","1528370554000","4:22 AM - 7 Jun 2018","/RiCHi/status/1004685042730373120"
"1548234671-729","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@ihors3","Ihor Dusaniwsky","$TSLA short interest is $10.5 billion, up $781 million this week. Shorts were down $602 million this week as #Tesla rose 6.2%, bringing YTD mark-to-market losses to $818 million. #Tesla is still the top short in the U.S. market, followed by $AAPL, $GOOG, $T, $AMZN, $NFLX & $FBpic.twitter.com/9uJHKmyrUW","4","17","28","1515794569000","2:02 PM - 12 Jan 2018","/ihors3/status/951937535479046145"
"1548234671-627","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JerryCap","Jerry Capital","$FB ROI > $GOOG for first time according to RBC pic.twitter.com/Nvpihgmt8Y","5","13","44","1522271614000","2:13 PM - 28 Mar 2018","/JerryCap/status/979104232572891140"
"1548234671-725","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Mustafa Suleyman: The liberal activist who cofounded Google's £400 million artificial intelligence lab $GOOG http://read.bi/2mQyRRG pic.twitter.com/jQd499TCIK","3","102","239","1516438813000","1:00 AM - 20 Jan 2018","/businessinsider/status/954639691583774720"
"1548234671-628","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BobPisani","Bob Pisani","Apple, Amazon and Alphabet make up 10% of the S&P 500--and that is a big problem. $AAPL $AMZN $GOOG $GOOGLhttps://cnb.cx/2pMZU1v","1","15","23","1522257880000","10:24 AM - 28 Mar 2018","/BobPisani/status/979046626751852545"
"1548234671-669","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","California cops are using a decoy bus to catch whoever keeps shooting at Apple and Google employee shuttles $APPL $GOOG $GOOGL http://read.bi/2CRoKlp pic.twitter.com/Obj50rqfro","3","13","13","1519946854000","3:27 PM - 1 Mar 2018","/businessinsider/status/969353482808459265"
"1548234671-515","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@jowens510","Jeremy C. Owens","Next week:

174 of the S&P 500 companies are expected to release earnings, including big tech cos like $AMZN, $GOOG, $FB and $INTC.

11 IPOs are scheduled, all but 2 could top a $1B valuation and one is expected to top $20B.

Anyone got a spare Xanax prescription?","","7","18","1532124496000","3:08 PM - 20 Jul 2018","/jowens510/status/1020430215711899648"
"1548234671-191","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@TradesExalted","Exalted Trader","I have an order out to buy 1 $QQQ $162 P at .50 - exp. 01/18 -- Expecting a slight pop here toward $163, but sellers to step in and send it back under $162.  If we don't get filled by 12:00 I will cancel the order. Max loss $10.  $TSLA $NFLX $FB $AAPL $AMZN $GOOG $NVDA $CGC $TLRYpic.twitter.com/zC0CFmvvUQ","2","","1","1547742337000","8:25 AM - 17 Jan 2019","/TradesExalted/status/1085936189562150913"
"1548234671-578","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@HaydenCapital","Hayden Capital","""CAC is the new rent"" $FB and $GOOG are the new middlemen. Avg cost per impression on $FB is up 171%, and the average cost per click +136%.”

So DTC companies are going old-school (stores). Warby made more from its physical stores than online.  #NewRetailhttps://www.inc.com/magazine/201805/tom-foster/direct-consumer-brands-middleman-warby-parker.html …","1","8","32","1524846785000","9:33 AM - 27 Apr 2018","/HaydenCapital/status/989905281042796544"
"1548234671-228","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@hd52time","hd52","$OSTK #tzero @tzeroblockchain @medici_ventures @bakkt $SQ $RIOT $BTC $ETC #bitcoin #ethereum #blockchain #cryptocurrency #bitcoinETF #coinbase $GOOG $GS $NFLX $FB $TSLA $AAPL $AMZN $SPY

The figures...pic.twitter.com/1xjHtsR922","1","","1","1548172393000","7:53 AM - 22 Jan 2019","/hd52time/status/1087739974617911296"
"1548234671-394","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@ReutersBiz","Reuters Business","JUST IN: Amazon, Alphabet shares slide after companies report quarterly results; Netflix shares also down in extended trade $AMZN $GOOG $NFLXpic.twitter.com/e2rp81fLb5","1","29","16","1540498252000","1:10 PM - 25 Oct 2018","/ReutersBiz/status/1055552292315955201"
"1548234671-347","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@VolatilityQ","Volatility Quant","Last tweet of the month and it's a real goodie ...

#VolQ Trading Portfolio

$ES_F & $NQ_F Systems

ESZ8 Return @ -3.72%
NQZ8 Return @ +78.33%

TOTAL RETURN @ +74.61%
*****************************

$SPX $NDX $SPY $QQQ $XLK $SMH $XLF $XLE $SVXY $AAPL $AMZN $FB $GOOG $MSFT $NFLXpic.twitter.com/QXadP0WwOy","5","17","20","1543582418000","4:53 AM - 30 Nov 2018","/VolatilityQ/status/1068488224451059713"
"1548234671-749","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@jimcramer","Jim Cramer","Incredible... it's that deal for their traffic that's killing them... $GOOG, $SNAPhttps://twitter.com/mims/status/948329008621654017 …","11","7","34","1514939126000","4:25 PM - 2 Jan 2018","/jimcramer/status/948349550464552960"
"1548234671-230","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@crabbermike","Mike","$FUSZ @nFuszInc BEST #Investment in YEARS! DD FOLKS! https://twitter.com/crabbermike/status/1087731817573163014 … $MU $NVDA $JPM $CRON $SIRI $OMG $USO $CNCG $MSFT $CGC $GWPH $AMD  $CRBP $CARA $SODA $JSDA $PEP $NBEV $GOOGL $DIA $GOOG $OIL $NKE $NIO $KO $ETH $AAPL $ABX $GLD $AMZN $IWM $TSLA $DJIA $BABA $TCEHY $MTCH $C","","11","12","1548171611000","7:40 AM - 22 Jan 2019","/crabbermike/status/1087736693103435777"
"1548234671-701","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google Cloud is now a $1 billion per quarter business — but it's still way behind Amazon $GOOGL $GOOG $AMZN $MSFT http://read.bi/2ExRORz pic.twitter.com/HA2olTQ9MY","1","13","22","1517524376000","2:32 PM - 1 Feb 2018","/businessinsider/status/959192872158416896"
"1548234671-265","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@livercoinXBT","LivercoinXBT","I think the stock market is about to ""glitch"" again.

$spx | $goog | $aapl | #stockspic.twitter.com/Q1lhzLnxL0","","","3","1547664687000","10:51 AM - 16 Jan 2019","/livercoinXBT/status/1085610499402805249"
"1548234671-290","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@c4chaos","~C4Chaos","excellent podcast with @APompliano and @rahulsood. looking forward to the bright future of esports. already training my little kid with @FortniteGame  btw, nice side comments on $TSLA. but HELL NO to $AAPL or $GOOG 

Long $TSLA, Long $UKG https://itunes.apple.com/us/podcast/off-the-chain/id1434060078?mt=2&i=1000427310716 …","1","8","39","1547235915000","11:45 AM - 11 Jan 2019","/c4chaos/status/1083812101309706241"
"1548234671-184","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@squawksquare","squawksquare","Last week the economy was fine. This week it's on brink of recession again. Really Wall Street? Just say you wanted stocks lower so you could load up rather than some stupid excuse again. #FAANG, $AAPL, $AMZN, $NFLX, $FB, $TSLA, $NVDA, $BABA, $QQQ, $GOOG","","","2","1548180702000","10:11 AM - 22 Jan 2019","/squawksquare/status/1087774822950752256"
"1548234671-264","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@econalert","TREA","$GOOG #patent 20190020888 COMPOUND INTRA PREDICTION FOR VIDEO CODING #tech #IP #research http://trea.com/doc/20190020888 pic.twitter.com/5hKSGduaoo","","","1","1547727081000","4:11 AM - 17 Jan 2019","/econalert/status/1085872200958251008"
"1548234671-372","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@LibertyRPF","Liberty","Waymo self-driven miles. $GOOG pic.twitter.com/4ZwrXEEe2S","","4","24","1542127799000","8:49 AM - 13 Nov 2018","/LibertyRPF/status/1062387107275116544"
"1548234671-211","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Beth_Kindig","Beth Kindig","AI-powered assistants took center stage at CES 2019. New article covering the AI-assistant announcements and Google's new strategy https://beth.technology/ces-2019-ai-assistants/ … #CES2019 #Google #Amazon #ArtificialIntelligence  $AMZN $GOOG #Alexa #GoogleAssistant #Siri $AAPLpic.twitter.com/lOWHmurQWi","","2","9","1547571693000","9:01 AM - 15 Jan 2019","/Beth_Kindig/status/1085220453461958658"
"1548234671-691","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Why face scanning is going to dominate the future of smartphones and laptops $AAPL $MSFT $GOOG http://read.bi/2nY3CFp pic.twitter.com/DVa4lM6iAR","2","7","11","1518601556000","1:45 AM - 14 Feb 2018","/businessinsider/status/963710892188807168"
"1548234671-572","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@RonnieMoas","Ronnie Moas","#Facebook #Amazon #Exxon #Apple #Google combined value is $3 trillion ... 20X where #bitcoin is at ($150 bln) and seven times the total #crypto market valuation $BTC $XOM $FB $AAPL $GOOG $AMZN ... the 20:1 ratio is probably going to get cut to 5:1 within three years.","16","60","187","1525202679000","12:24 PM - 1 May 2018","/RonnieMoas/status/991398008964120577"
"1548234671-607","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@techai21001","Techai2100","Artificial Intelligence Is Driving Big Tech #AI @themotleyfool #stocks $AAPL, $GOOGL, $MSFT, $GOOG https://www.fool.com/investing/2018/04/09/artificial-intelligence-is-driving-big-tech.aspx …","","6","5","1523363756000","5:35 AM - 10 Apr 2018","/techai21001/status/983685006009815041"
"1548234671-345","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Jason","jason  🦄 🦄 🦄 🦄 🦄 🦄","Just shameful that @google would build a censored internet for a country that disappears & tortures journalists, artists & free thinkers. 

@sundarpichai, please tell us this was a huge error in judgement & you’re taking a stand for basic human rights & freedoms. $goog https://twitter.com/theintercept/status/1068863547013242881 …","18","41","150","1543693680000","11:48 AM - 1 Dec 2018","/Jason/status/1068954888174952448"
"1548234671-618","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@ArjunKharpal","Arjun Kharpal","Year-to-date stock price moves of some of the big tech names:

$NFLX: +46%
$AMZN: +17%
$TWTR: +16.7%
$BABA: +5.1%
$MSFT: +3.5%
$SNAP: -1.3%
$AAPL: -1.5%
$GOOG: - 3.8%
$FB: -11.9% 

I'll be talking about the tech sell-off on @SquawkBoxEurope in a few moments","3","11","22","1522731205000","9:53 PM - 2 Apr 2018","/ArjunKharpal/status/981031896183459842"
"1548234671-367","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BrianSozzi","Brian Sozzi","Friday on @YahooFinance  

Live now with Sonos CEO Patrick Spence after a quarter that may quiet the haters $SONO $AAPL $GOOG $AMZN 

Watch: http://Yahoofinance.com","1","2","6","1542401810000","12:56 PM - 16 Nov 2018","/BrianSozzi/status/1063536394193252352"
"1548234671-202","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Ro_Patel","Ro Patel","Amsterdam’s district court forces $GOOG to remove out-dated search results on ""blacklisted"" doctors #RightToBeForgotten #lawpic.twitter.com/5vgh3VgJfK","","","","1548173003000","8:03 AM - 22 Jan 2019","/Ro_Patel/status/1087742532560277504"
"1548234671-473","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@DomainMondo","Domain Mondo","Tech Review: Is Google $GOOGL Courting Trouble In China? (video) https://www.domainmondo.com/2018/08/tech-review-is-google-googl-courting.html … $GOOG #Google #China #Apple $AAPL #stocks #technology #investorspic.twitter.com/cc9YAwv0Ot","","25","26","1533939530000","3:18 PM - 10 Aug 2018","/DomainMondo/status/1028043020082528258"
"1548234671-283","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@RoboSchmobo","Robo Schmobo","The Year In Cryptocurrency: Bitcoin's Burst, Hackers, Rejections, Regulations And More https://buff.ly/2QMKExp  $GOOG $FBpic.twitter.com/yFUENZ00v7","","","1","1547578202000","10:50 AM - 15 Jan 2019","/RoboSchmobo/status/1085247754589343744"
"1548234671-297","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@DomainMondo","Domain Mondo","Amazon $AMZN vs Google $GOOG Battle for Smart Speaker Dominance https://www.domainmondo.com/2019/01/amazon-amzn-vs-google-goog-battle-for.html … $GOOGL #Google #stocks #technology #investors #AI #SmartSpeakers #AskAlexa #Amazon #CES #CES2019pic.twitter.com/42QjVX5dno","","24","24","1547076007000","3:20 PM - 9 Jan 2019","/DomainMondo/status/1083141394997362694"
"1548234671-736","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@FrankTYoung","Frank T. Young","Next chapter in the 12 yr history of $GOOG payments efforts. Google Checkout-Google Wallet-AndroidPay-Pay with Google-GooglePay. This is what innovation looks like. The footnote re: Tez at the bottom of Pali Bhat's blog post is going to be the most fun to…https://lnkd.in/dxqpEwP","","3","6","1515529590000","12:26 PM - 9 Jan 2018","/FrankTYoung/status/950826133821542400"
"1548234671-601","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@crabbermike","Mike","$FUSZ Greatest #CRM Product today folks, buy the Service & buy the stock. U missed $NFLX $AMZN $GOOG $AAPL  don't miss http://nfusz.com  https://nfusz.com/project/nick-cannon-fan-engagement/ … #notifiCRM #netflix #hulu #spotify #youtube $SPOT $SIRI $QQQ $TSLA $FB $GS $JPM $BAC $C $XLE $BA $BABA $DBX $CRM","","7","13","1523557499000","11:24 AM - 12 Apr 2018","/crabbermike/status/984497624660111360"
"1548234671-490","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@LibertyRPF","Liberty","“Inside the Life of Waymo's Driverless Test Family” $GOOG (by @tsrandall )https://www.bloomberg.com/news/features/2018-07-31/inside-the-life-of-waymo-s-driverless-test-family …","1","6","32","1533059600000","10:53 AM - 31 Jul 2018","/LibertyRPF/status/1024352325836660737"
"1548234671-476","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@facebookipoflop","facebookipoflop","CNBC just said $aapl or $goog may be backing $tsla. Holy cow.  Huge news.","4","9","33","1533745044000","9:17 AM - 8 Aug 2018","/facebookipoflop/status/1027227286842601472"
"1548234671-752","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@CathieDWood","Cathie Wood","Great research @TashaARK and @wintonARK on the progress of #autonomous vehicles, specifically $GOOG #Waymo.  Having been with my dear 91 year old Father this Christmas, I can't wait for autonomous ride-sharing to arrive in southern California!https://twitter.com/ARKInvest/status/947260388856483840 …","","2","11","1514859481000","6:18 PM - 1 Jan 2018","/CathieDWood/status/948015491146186753"
"1548234671-247","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BrodmannOTC","Brodmann","$CBDD :: Gonna crack .002 next week. Company has endless things coming. Bottom flow entry for New Cannabis company, what more could you ask for. 

#StockNews #weed #stockchart #microfloat
#pr #otcbb #otcmarkets #pennystocks #stocks $ETII $NHPI $TLRY $NBEV $AAPL $GOOG $ACB $WEEDpic.twitter.com/Tho5rVSxWL","","10","15","1547827924000","8:12 AM - 18 Jan 2019","/BrodmannOTC/status/1086295165021478912"
"1548234671-509","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@BruniCharting","Tom Bruni","""Ok Google, define uptrend."" $GOOGL $GOOG pic.twitter.com/sxMAkDnEqK","1","3","40","1532360178000","8:36 AM - 23 Jul 2018","/BruniCharting/status/1021418735616348160"
"1548234671-183","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@247WolfSt","247WolfSt","$GRWG GrowGeneration Corp. As of September 30, 2018, the Company had working capital of $23.1 million compared to working capital of $5.6 million at December 31, 2017 $SMG $HD $SPY $AAPL $FB $MSFT $INTC $AMZN $GOOG $BAC $CVX $XOM $PFE $MRK #Cannabis","","","","1548169003000","6:56 AM - 22 Jan 2019","/247WolfSt/status/1087725756111880192"
"1548234671-554","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@businessinsider","Business Insider","Google has been waiting for years to put Don't Be Evil out of its misery $GOOG $GOOGLhttps://read.bi/2IzIOwt","","17","25","1526699125000","8:05 PM - 18 May 2018","/businessinsider/status/997674558902755328"
"1548234671-467","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JMVala_Trades","JMVala","In $SPY, the weight of $AAPL, $AMZN, $MSFT, and $GOOG/ $GOOGL is 14.04% of the ETF. In $QQQ they are 41.91%. Is it logical? No. But it is what it is. You can chart 5 stocks and almost see half of the weight of Nasdaq. Exploit reality, don't complain about it.pic.twitter.com/3cUNRYsxio","2","4","49","1534294411000","5:53 PM - 14 Aug 2018","/JMVala_Trades/status/1029531499278811136"
"1548234671-321","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@mcm_ct","mcm-ct.com","$AMZN $AAPL $GOOG $NFLX also looking like decent entries for prizes in the UGLY CHART CONTEST","","1","20","1544723514000","9:51 AM - 13 Dec 2018","/mcm_ct/status/1073274327624286208"
"1548234671-633","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@GerberKawasaki","Ross Gerber","The only companies that have had their long term story changed are Facebook, Google and Twitter.  Google will probably be fine. $FB and $TWTR have issues. The rest of tech is doing very well. $GOOG","3","5","26","1522185268000","2:14 PM - 27 Mar 2018","/GerberKawasaki/status/978742070176137216"
"1548234671-690","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Ephraim_Golgher","Ephraim Golgher","10 Insiders Stocks Based On AI + Top 20 Potential Stocks For This Week Based On Machine Lear... http://seekingalpha.com/p/31mab 
$SPY $AAPL $TWTR $NVDA $AMD $DIA $GOOGL $FB $AMZN $QQQ $INTC $IWM $GOOG $HIMX $MU $GILD","","6","8","1518642391000","1:06 PM - 14 Feb 2018","/Ephraim_Golgher/status/963882168022962177"
"1548234671-272","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@Futurist_Invest","The Futurist Investor","3 stages of AI made simple

#AI #IoT #MachineLearning #DeepLearning #robot #BigData #cloud #business #investments 
$MSFT $NVDA $INTC $GOOG $AMZNpic.twitter.com/P031DeTTXx","","3","3","1547840655000","11:44 AM - 18 Jan 2019","/Futurist_Invest/status/1086348561103638528"
"1548234671-619","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@mhbergen","Mark Bergen","Starting in Q1 $goog will report gains/losses in investments (uber, lyft, the magic leap, etc); change ad metrics; take nest outta 'other bets'; and make my earnings day miserable. https://www.bloomberg.com/news/articles/2018-04-02/google-is-changing-a-closely-watched-metric-of-its-ads-business …","1","4","28","1522703154000","2:05 PM - 2 Apr 2018","/mhbergen/status/980914241069707264"
"1548234671-167","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@bhooper71372154","Options/Stocks","Up $1.5K today $GOOG   I am very thankful.....
Thanks for all you post....","","","2","1547754387000","11:46 AM - 17 Jan 2019","/bhooper71372154/status/1085986730212319233"
"1548234671-454","https://twitter.com/search?l=&q=%24GOOG%20since%3A2018-01-01%20until%3A2019-01-23&src=typd&lang=en","@JerryCap","Jerry Capital","30% of $BKNG traffic is from $GOOG
10%+ of Google ad revenue is from travel
Google is part of the travel search process 55% of the time but is only paid for 15% of those
AirBnB and Homeaway still get 25%+ of their traffic through Google","5","3","45","1536087826000","12:03 PM - 4 Sep 2018","/JerryCap/status/1037053623979659268"
